reg,fleet_number,new_account_number,column_name,ip_address
DS05HRGP,null,WACA-0004,skylink_trailer_unit_ip,50.181.2.147
DW21VXGP,null,WACA-0004,skylink_trailer_unit_ip,50.181.2.177
DW81KPGP,null,WACA-0004,skylink_trailer_unit_ip,50.181.2.160
DX77TKGP,null,WACA-0004,skylink_trailer_unit_ip,50.181.2.174
DX77VVGP,null,WACA-0004,skylink_trailer_unit_ip,50.181.2.145
DZ50BTGP,null,WACA-0004,skylink_trailer_unit_ip,50.181.2.133
DZ50CGGP,null,WACA-0004,skylink_trailer_unit_ip,62.236.2.170
FJ92JCGP,null,WACA-0004,skylink_trailer_unit_ip,62.236.2.145
FJ92JJGP,null,WACA-0004,skylink_trailer_unit_ip,50.181.2.144
FT93SHGP,null,WACA-0004,skylink_trailer_unit_ip,50.181.2.171
FV09YGGP,null,WACA-0004,skylink_trailer_unit_ip,50.181.2.79
FV09YKGP,null,WACA-0004,skylink_trailer_unit_ip,62.170.2.185
FW31BMGP,null,WACA-0004,skylink_trailer_unit_ip,59.236.1.107
FW31BWGP,null,WACA-0004,skylink_trailer_unit_ip,49.59.2.36
FW83SJGP,null,WACA-0004,skylink_trailer_unit_ip,49.58.2.119
HL86MKGP,null,WACA-0004,skylink_trailer_unit_ip,50.181.2.197
JB59MJGP,null,WACA-0004,skylink_trailer_unit_ip,50.181.2.82
JL64PDGP,null,WACA-0004,skylink_trailer_unit_ip,59.236.1.24
JN87PGGP,null,WACA-0004,skylink_trailer_unit_ip,50.181.2.195
JR85LYGP,null,WACA-0004,skylink_trailer_unit_ip,50.181.2.114
JS99JYGP,null,WACA-0004,skylink_trailer_unit_ip,62.236.2.152
KF26PPGP,null,WACA-0004,skylink_trailer_unit_ip,50.181.2.175
KN72MFGP,null,WACA-0004,skylink_trailer_unit_ip,50.181.2.196
KS19GNGP,null,WACA-0004,skylink_trailer_unit_ip,62.236.2.196
KS19GYGP,null,WACA-0004,skylink_trailer_unit_ip,50.181.2.77
LB11SLGP,null,WACA-0004,skylink_trailer_unit_ip,50.181.2.112
LB11SPGP,null,WACA-0004,skylink_trailer_unit_ip,50.181.2.156
LB60CJGP,null,WACA-0004,skylink_trailer_unit_ip,50.181.2.159
LC88CBGP,null,WACA-0004,skylink_trailer_unit_ip,50.181.2.169
LC88CHGP,null,WACA-0004,skylink_trailer_unit_ip,62.236.2.167
LF40VTGP,null,WACA-0004,skylink_trailer_unit_ip,50.181.2.164
LF40VXGP,null,WACA-0004,skylink_trailer_unit_ip,50.181.2.189
LF91GYGP,null,WACA-0004,skylink_trailer_unit_ip,62.237.2.8
LG20MGGP,null,WACA-0004,skylink_trailer_unit_ip,62.236.2.198
LR98DVGP,null,WACA-0004,skylink_trailer_unit_ip,62.236.2.243
LV19MSGP,null,WACA-0004,skylink_trailer_unit_ip,62.236.2.159
LV49PWGP,null,WACA-0004,skylink_trailer_unit_ip,62.236.2.205
RXS983GP,null,WACA-0004,skylink_trailer_unit_ip,62.236.2.254
RXS985GP,null,WACA-0004,skylink_trailer_unit_ip,62.236.2.162
FV26GTGP,null,WACA-0005,skylink_pro_ip,58.165.2.211
"FV26GVGP ",null,WACA-0005,skylink_pro_ip,53.75.1.104
FW28SMGP,null,WACA-0005,skylink_pro_ip,53.73.1.18
LT11BDGP,null,WACA-0006,skylink_pro_ip,54.92.1.232
YWX933GP,null,WACA-0007,skylink_pro_ip,54.93.1.64
